,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
361,361,Récent,900 €,non,2006.0,RDC,Individuel,Electrique,3.0,392.0,elancourt-78990,"
                                                                            145 900 €
                                                                    ",38.68 m²,361,Individuel,1.0,2.0
362,362,Récent,1296 €,non,2009.0,1,Individuel,Electrique,3.0,35.0,mantes-la-ville-78711,"
                                                                            147 000 €
                                                                    ",60 m²,362,Individuel,2.0,3.0
363,363,Récent,1620 €,non,1990.0,RDC,Individuel,Electrique,2.0,34.0,mantes-la-jolie-78200,"
                                                                            149 000 €
                                                                    ",75.25 m²,363,Individuel,2.0,3.0
364,364,,1200 €,non,2008.0,RDC,Individuel,Electrique,5.0,24.0,carrieres-sous-poissy-78955,"
                                                                            149 000 €
                                                                    ",33 m²,364,Individuel,1.0,2.0
365,365,Ancien,900 €,non,1995.0,2,Individuel,Electrique,2.0,31.0,plaisir-78370,"
                                                                            149 000 €
                                                                    ",33.85 m²,365,Individuel,1.0,2.0
366,366,Ancien,1596 €,non,1990.0,1,Individuel,Electrique,3.0,50.0,mantes-la-jolie-78200,"
                                                                            150 000 €
                                                                    ",72 m²,366,Individuel,2.0,3.0
367,367,Ancien,1596 €,non,1930.0,RDC,Individuel,Electrique,2.0,30.0,trappes-78190,"
                                                                            150 000 €
                                                                    ",52 m²,367,Individuel,1.0,2.0
368,368,Ancien,1116 €,non,1950.0,RDC,Individuel,Electrique,3.0,50.0,houilles-78800,"
                                                                            150 000 €
                                                                    ",33 m²,368,Individuel,1.0,2.0
369,369,Ancien,3192 €,non,1973.0,2,Collectif,Gaz,4.0,47.0,mantes-la-ville-78711,"
                                                                            151 000 €
                                                                    ",78.36 m²,369,Collectif,2.0,4.0
370,370,,1440 €,non,1960.0,7,,,7.0,120.0,maurepas-78310,"
                                                                            151 250 €
                                                                    ",60 m²,370,,1.0,2.0
371,371,Ancien,1440 €,non,1960.0,7,Individuel,Gaz,7.0,120.0,maurepas-78310,"
                                                                            151 250 €
                                                                    ",60 m²,371,Individuel,1.0,2.0
372,372,Ancien,1944 €,non,1970.0,3,Collectif,Gaz,3.0,275.0,plaisir-78370,"
                                                                            156 000 €
                                                                    ",45 m²,372,Collectif,1.0,2.0
373,373,Ancien,1296 €,non,1993.0,1,Individuel,Electrique,3.0,155.0,plaisir-78370,"
                                                                            156 900 €
                                                                    ",63 m²,373,Individuel,2.0,3.0
374,374,,,non,2009.0,RDC,,,,,conflans-sainte-honorine-78700,"
                                                                            157 000 €
                                                                    ",36 m²,374,,1.0,2.0
375,375,Ancien,2640 €,non,1980.0,2,Collectif,Gaz,3.0,250.0,sartrouville-78500,"
                                                                            159 000 €
                                                                    ",72 m²,375,Collectif,2.0,3.0
376,376,,1548 €,non,1975.0,6,Collectif,Gaz,,80.0,poissy-78300,"
                                                                            159 000 €
                                                                    ",43.8 m²,376,Collectif,1.0,2.0
377,377,Sur plan,1200 €,non,2007.0,1,Individuel,Electrique,5.0,28.0,carrieres-sous-poissy-78955,"
                                                                            160 000 €
                                                                    ",38.93 m²,377,Individuel,1.0,2.0
378,378,Ancien,1668 €,non,1900.0,RDC,Individuel,Gaz,2.0,,mantes-la-jolie-78200,"
                                                                            160 000 €
                                                                    ",70 m²,378,Individuel,2.0,3.0
379,379,Ancien,840 €,non,1991.0,RDC,Individuel,Electrique,4.0,40.0,mantes-la-ville-78711,"
                                                                            161 000 €
                                                                    ",58.85 m²,379,Individuel,2.0,3.0
380,380,,984 €,non,2007.0,1,Individuel,Electrique,5.0,52.0,carrieres-sous-poissy-78955,"
                                                                            162 000 €
                                                                    ",39.21 m²,380,Individuel,1.0,2.0
381,381,Ancien,2844 €,non,1971.0,4,Collectif,Urbain,9.0,850.0,plaisir-78370,"
                                                                            163 500 €
                                                                    ",71 m²,381,Collectif,2.0,3.0
382,382,,756 €,non,1992.0,3,Individuel,Electrique,3.0,56.0,montesson-78360,"
                                                                            165 000 €
                                                                    ",24.87 m²,382,Individuel,,1.0
383,383,Ancien,1344 €,non,2005.0,1,Individuel,Electrique,3.0,20.0,vernouillet-78540,"
                                                                            165 000 €
                                                                    ",61.63 m²,383,Individuel,2.0,3.0
384,384,Ancien,2184 €,non,1940.0,RDC,,,,73.0,conflans-sainte-honorine-78700,"
                                                                            165 000 €
                                                                    ",58 m²,384,,2.0,3.0
385,385,Ancien,1104 €,non,1970.0,2,Individuel,,5.0,,trappes-78190,"
                                                                            165 000 €
                                                                    ",70 m²,385,Individuel,2.0,3.0
386,386,Ancien,1800 €,non,1991.0,3,Individuel,Electrique,4.0,150.0,mantes-la-jolie-78200,"
                                                                            165 000 €
                                                                    ",64.32 m²,386,Individuel,2.0,3.0
387,387,,1488 €,non,2009.0,1,Individuel,Electrique,1.0,24.0,bonnieres-sur-seine-78270,"
                                                                            165 000 €
                                                                    ",70 m²,387,Individuel,3.0,4.0
388,388,Moins de 10 ans,2040 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            166 000 €
                                                                    ",60 m²,388,Collectif,1.0,2.0
389,389,Ancien,2628 €,non,1980.0,3,Collectif,Par le sol,3.0,45.0,mantes-la-jolie-78200,"
                                                                            167 500 €
                                                                    ",77.51 m²,389,Collectif,2.0,4.0
390,390,Ancien,2388 €,non,1970.0,2,Collectif,Gaz,4.0,230.0,sartrouville-78500,"
                                                                            169 000 €
                                                                    ",63 m²,390,Collectif,2.0,4.0
391,391,Moins de 10 ans,1500 €,non,2012.0,1,Individuel,Electrique,4.0,47.0,buchelay-78200,"
                                                                            169 000 €
                                                                    ",60.2 m²,391,Individuel,2.0,3.0
392,392,,444 €,non,1900.0,3,Individuel,Electrique,3.0,10.0,versailles-78000,"
                                                                            169 000 €
                                                                    ",30 m²,392,Individuel,,1.0
393,393,,2304 €,non,1970.0,2,Collectif,Gaz,4.0,100.0,verneuil-sur-seine-78480,"
                                                                            169 000 €
                                                                    ",64 m²,393,Collectif,3.0,4.0
394,394,Ancien,2700 €,non,1965.0,3,Collectif,Gaz,4.0,240.0,bois-d-arcy-78390,"
                                                                            172 000 €
                                                                    ",60 m²,394,Collectif,2.0,3.0
395,395,Ancien,1200 €,non,1990.0,RDC,Individuel,Electrique,4.0,120.0,montigny-le-bretonneux-78180,"
                                                                            172 000 €
                                                                    ",54 m²,395,Individuel,1.0,2.0
396,396,Ancien,900 €,non,1970.0,2,Individuel,Gaz,4.0,40.0,maurepas-78310,"
                                                                            172 000 €
                                                                    ",65 m²,396,Individuel,2.0,3.0
397,397,Ancien,1200 €,non,1990.0,RDC,Individuel,Electrique,4.0,120.0,montigny-le-bretonneux-78180,"
                                                                            172 000 €
                                                                    ",54 m²,397,Individuel,1.0,2.0
398,398,Ancien,2496 €,non,1970.0,RDC,Collectif,Gaz,5.0,120.0,sartrouville-78500,"
                                                                            172 200 €
                                                                    ",69.16 m²,398,Collectif,2.0,3.0
399,399,Ancien,4800 €,non,1960.0,3,Collectif,Par le sol,4.0,1490.0,marly-le-roi-78160,"
                                                                            173 000 €
                                                                    ",67 m²,399,Collectif,3.0,4.0
400,400,Moins de 10 ans,1368 €,non,2008.0,3,Individuel,Electrique,,156.0,mantes-la-jolie-78200,"
                                                                            175 000 €
                                                                    ",76 m²,400,Individuel,3.0,4.0
401,401,Moins de 10 ans,1200 €,non,,RDC,,,,100.0,carrieres-sous-poissy-78955,"
                                                                            175 000 €
                                                                    ",37.3 m²,401,,1.0,2.0
402,402,Ancien,2400 €,non,1980.0,RDC,,,5.0,100.0,verneuil-sur-seine-78480,"
                                                                            176 000 €
                                                                    ",66 m²,402,,2.0,3.0
403,403,Sur plan,996 €,non,2005.0,4,Individuel,Electrique,5.0,76.0,poissy-78300,"
                                                                            178 000 €
                                                                    ",44.8 m²,403,Individuel,1.0,2.0
404,404,Ancien,2628 €,non,1967.0,4,Collectif,Par le sol,4.0,82.0,marly-le-roi-78160,"
                                                                            178 500 €
                                                                    ",55 m²,404,Collectif,2.0,3.0
405,405,Ancien,3000 €,non,1965.0,2,Collectif,Urbain,4.0,627.0,plaisir-78370,"
                                                                            179 000 €
                                                                    ",77 m²,405,Collectif,3.0,4.0
406,406,Ancien,552 €,non,1900.0,3,Individuel,Gaz,3.0,9.0,le-vesinet-78110,"
                                                                            180 000 €
                                                                    ",26.38 m²,406,Individuel,,1.0
407,407,,720 €,non,1990.0,1,Individuel,Electrique,4.0,191.0,poissy-78300,"
                                                                            181 000 €
                                                                    ",45 m²,407,Individuel,1.0,2.0
408,408,Neuf,1836 €,non,2016.0,3,Collectif,Urbain,6.0,,mantes-la-ville-78711,"
                                                                            182 000 €
                                                                    ",56 m²,408,Collectif,2.0,3.0
409,409,Moins de 10 ans,1896 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            182 000 €
                                                                    ",60.7 m²,409,Collectif,2.0,3.0
410,410,Ancien,3204 €,non,1965.0,1,Collectif,,4.0,318.0,plaisir-78370,"
                                                                            184 000 €
                                                                    ",67.71 m²,410,Collectif,2.0,4.0
411,411,Ancien,3684 €,non,1960.0,4,Collectif,Par le sol,4.0,1490.0,marly-le-roi-78160,"
                                                                            184 000 €
                                                                    ",52.31 m²,411,,,
412,412,Ancien,4800 €,non,1960.0,RDC,Collectif,Chauffage au sol Gaz,4.0,1490.0,marly-le-roi-78160,"
                                                                            185 000 €
                                                                    ",66 m²,412,Collectif,2.0,4.0
413,413,Récent,1404 €,non,2014.0,RDC,,,,260.0,saint-cyr-l-ecole-78210,"
                                                                            188 000 €
                                                                    ",40 m²,413,,1.0,2.0
414,414,,2496 €,non,,2,Collectif,Gaz,5.0,46.0,verneuil-sur-seine-78480,"
                                                                            188 000 €
                                                                    ",71.79 m²,414,Collectif,1.0,3.0
415,415,,900 €,non,2016.0,1,Collectif,Gaz,4.0,132.0,mantes-la-jolie-78200,"
                                                                            188 000 €
                                                                    ",42.65 m²,415,Collectif,1.0,2.0
416,416,,1032 €,non,2007.0,RDC,Individuel,Gaz,4.0,86.0,poissy-78300,"
                                                                            189 000 €
                                                                    ",43.9 m²,416,Individuel,1.0,2.0
417,417,Ancien,1932 €,non,1969.0,4,Individuel,Gaz,4.0,687.0,bois-d-arcy-78390,"
                                                                            189 000 €
                                                                    ",81 m²,417,Individuel,3.0,4.0
418,418,,,,,,,,,,saint-cyr-l-ecole-78210,,,418,,,
419,419,Ancien,3000 €,non,1970.0,2,Collectif,Gaz,5.0,985.0,plaisir-78370,"
                                                                            194 000 €
                                                                    ",87 m²,419,Collectif,2.0,4.0
420,420,,,non,1991.0,1,Individuel,Electrique,3.0,90.0,poissy-78300,"
                                                                            195 000 €
                                                                    ",45 m²,420,Individuel,1.0,2.0
421,421,Moins de 10 ans,600 €,non,2014.0,RDC,Individuel,Gaz,4.0,19.0,acheres-78260,"
                                                                            195 000 €
                                                                    ",37.68 m²,421,Individuel,1.0,2.0
422,422,Ancien,2388 €,non,1972.0,6,Collectif,Gaz,10.0,256.0,marly-le-roi-78160,"
                                                                            195 000 €
                                                                    ",50 m²,422,Collectif,1.0,2.0
423,423,Ancien,480 €,non,1900.0,4,Individuel,Electrique,4.0,15.0,versailles-78000,"
                                                                            195 000 €
                                                                    ",27 m²,423,Individuel,,1.0
424,424,,,,,,,,,,mantes-la-jolie-78200,,,424,,,
425,425,Ancien,2484 €,non,1970.0,RDC,Individuel,Gaz,3.0,97.0,maurecourt-78780,"
                                                                            199 000 €
                                                                    ",68.77 m²,425,Individuel,2.0,3.0
426,426,,1200 €,non,1997.0,1,Individuel,Electrique,4.0,51.0,poissy-78300,"
                                                                            199 000 €
                                                                    ",48.23 m²,426,Individuel,1.0,2.0
427,427,Ancien,1584 €,non,2009.0,1,Individuel,Electrique,2.0,70.0,conflans-sainte-honorine-78700,"
                                                                            199 000 €
                                                                    ",59.25 m²,427,Individuel,2.0,3.0
428,428,Récent,1200 €,non,2008.0,2,Individuel,Electrique,4.0,89.0,poissy-78300,"
                                                                            199 000 €
                                                                    ",50.39 m²,428,Individuel,1.0,2.0
429,429,Ancien,360 €,non,1900.0,2,,,4.0,4.0,bougival-78380,"
                                                                            199 000 €
                                                                    ",44.79 m²,429,,1.0,2.0
430,430,Ancien,2640 €,non,1980.0,1,Collectif,Gaz,3.0,220.0,sartrouville-78500,"
                                                                            199 000 €
                                                                    ",82.2 m²,430,Collectif,3.0,4.0
431,431,,660 €,non,2017.0,1,Individuel,Electrique,3.0,17.0,saint-remy-les-chevreuse-78470,"
                                                                            199 500 €
                                                                    ",50.9 m²,431,Individuel,1.0,2.0
432,432,,1752 €,non,,1,Collectif,Gaz,4.0,55.0,saint-germain-en-laye-78100,"
                                                                            200 000 €
                                                                    ",53 m²,432,Collectif,1.0,3.0
433,433,Moins de 10 ans,2616 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            203 000 €
                                                                    ",63 m²,433,Collectif,3.0,3.0
434,434,Récent,1296 €,non,2015.0,RDC,Collectif,Gaz,2.0,100.0,trappes-78190,"
                                                                            203 300 €
                                                                    ",64 m²,434,Collectif,2.0,3.0
435,435,Récent,996 €,non,2001.0,RDC,Individuel,Electrique,5.0,200.0,carrieres-sur-seine-78420,"
                                                                            205 000 €
                                                                    ",41.23 m²,435,Individuel,1.0,2.0
436,436,Ancien,3000 €,non,1970.0,2,Collectif,Gaz,4.0,76.0,sartrouville-78500,"
                                                                            210 000 €
                                                                    ",92.44 m²,436,Collectif,2.0,4.0
437,437,,3804 €,non,1980.0,2,Collectif,Gaz,5.0,100.0,verneuil-sur-seine-78480,"
                                                                            214 000 €
                                                                    ",100 m²,437,Collectif,3.0,5.0
438,438,,1380 €,non,1975.0,1,Individuel,Electrique,6.0,50.0,chatou-78400,"
                                                                            214 000 €
                                                                    ",42 m²,438,Individuel,,2.0
439,439,Moins de 10 ans,2376 €,non,2015.0,2,Collectif,Gaz,1.0,91.0,trappes-78190,"
                                                                            215 000 €
                                                                    ",75.49 m²,439,Collectif,3.0,4.0
440,440,,,,,,,,,,bois-d-arcy-78390,,,440,,,
441,441,Ancien,2892 €,non,1967.0,3,Collectif,Par le sol,3.0,70.0,marly-le-roi-78160,"
                                                                            219 000 €
                                                                    ",57.51 m²,441,Collectif,2.0,3.0
442,442,Ancien,3300 €,non,1970.0,4,Collectif,Gaz,5.0,120.0,sartrouville-78500,"
                                                                            219 500 €
                                                                    ",80 m²,442,Collectif,3.0,4.0
443,443,Récent,1164 €,non,2001.0,RDC,Individuel,Electrique,3.0,57.0,le-port-marly-78560,"
                                                                            220 000 €
                                                                    ",44.29 m²,443,Individuel,1.0,2.0
444,444,Récent,2004 €,non,2012.0,3,,Gaz,3.0,,vernouillet-78540,"
                                                                            220 500 €
                                                                    ",57.3 m²,444,,2.0,3.0
445,445,,804 €,non,2007.0,4,Individuel,Electrique,5.0,80.0,poissy-78300,"
                                                                            224 000 €
                                                                    ",41 m²,445,Individuel,1.0,2.0
446,446,Sur plan,1320 €,non,2002.0,RDC,Individuel,Electrique,3.0,181.0,conflans-sainte-honorine-78700,"
                                                                            219 900 €
                                                                    ",64.48 m²,446,Individuel,2.0,3.0
447,447,,1380 €,non,1980.0,5,Individuel,Electrique,4.0,3.0,chatou-78400,"
                                                                            225 000 €
                                                                    ",48.16 m²,447,Individuel,,2.0
448,448,,1800 €,non,2007.0,RDC,Individuel,Electrique,,30.0,carrieres-sous-poissy-78955,"
                                                                            227 000 €
                                                                    ",55.33 m²,448,Individuel,2.0,3.0
449,449,Ancien,1200 €,non,2001.0,2,Individuel,Electrique,4.0,40.0,montesson-78360,"
                                                                            228 000 €
                                                                    ",47 m²,449,Individuel,1.0,2.0
450,450,,,,,,,,,,pierrelaye-95480,,,450,,,
451,451,Récent,1572 €,non,,4,Individuel,Electrique,4.0,47.0,pontoise-95300,"
                                                                            114 286 €
                                                                    ",35 m²,451,Individuel,1.0,2.0
452,452,Ancien,912 €,non,1900.0,2,Individuel,Electrique,2.0,,pontoise-95300,"
                                                                            129 500 €
                                                                    ",50.14 m²,452,Individuel,2.0,3.0
453,453,Ancien,1560 €,non,,3,Collectif,Gaz,4.0,60.0,pontoise-95300,"
                                                                            133 100 €
                                                                    ",47 m²,453,Collectif,1.0,2.0
454,454,Ancien,948 €,non,2005.0,3,Individuel,Electrique,4.0,124.0,pontoise-95300,"
                                                                            149 000 €
                                                                    ",44.2 m²,454,Individuel,1.0,2.0
455,455,Ancien,936 €,non,2008.0,RDC,Individuel,Electrique,4.0,120.0,pontoise-95300,"
                                                                            151 250 €
                                                                    ",40.44 m²,455,Individuel,1.0,2.0
456,456,Ancien,948 €,non,2005.0,1,Individuel,Electrique,4.0,124.0,pontoise-95300,"
                                                                            158 290 €
                                                                    ",42.46 m²,456,Individuel,1.0,2.0
457,457,Ancien,1200 €,non,2005.0,2,Individuel,Electrique,4.0,126.0,pontoise-95300,"
                                                                            225 000 €
                                                                    ",65.6 m²,457,Individuel,2.0,3.0
458,458,Ancien,996 €,non,1996.0,1,Individuel,Electrique,4.0,160.0,pontoise-95300,"
                                                                            235 238 €
                                                                    ",65.45 m²,458,Individuel,2.0,3.0
459,459,Ancien,,non,1995.0,RDC,Individuel,Electrique,,,pontoise-95300,"
                                                                            77 000 €
                                                                    ",,459,Individuel,,3.0
460,460,Ancien,1560 €,non,1940.0,2,,,3.0,,argenteuil-95100,"
                                                                            79 900 €
                                                                    ",24 m²,460,,,1.0
461,461,Ancien,1800 €,non,1960.0,1,Collectif,Gaz,4.0,100.0,garges-les-gonesse-95140,"
                                                                            87 000 €
                                                                    ",29 m²,461,Collectif,,1.0
462,462,,,,,,,,,,garges-les-gonesse-95140,,,462,,,
463,463,Ancien,1560 €,non,,RDC,,,,1.0,argenteuil-95100,"
                                                                            89 000 €
                                                                    ",25 m²,463,,,1.0
464,464,Ancien,,non,1960.0,RDC,,,4.0,,garges-les-gonesse-95140,"
                                                                            92 200 €
                                                                    ",38 m²,464,,,1.0
465,465,Ancien,504 €,non,1930.0,RDC,Individuel,Electrique,2.0,10.0,argenteuil-95100,"
                                                                            93 500 €
                                                                    ",28 m²,465,Individuel,1.0,2.0
466,466,Ancien,1704 €,non,1988.0,1,Collectif,Gaz,6.0,190.0,cergy-95800,"
                                                                            94 500 €
                                                                    ",32 m²,466,Collectif,,1.0
467,467,Ancien,4008 €,oui,1960.0,9,Collectif,Gaz,9.0,150.0,garges-les-gonesse-95140,"
                                                                            97 650 €
                                                                    ",70 m²,467,Collectif,,4.0
468,468,Ancien,,non,1970.0,2,,,,,argenteuil-95100,"
                                                                            105 320 €
                                                                    ",65 m²,468,,2.0,3.0
469,469,Ancien,1812 €,non,1975.0,2,Collectif,Urbain,,547.0,argenteuil-95100,"
                                                                            108 971 €
                                                                    ",51.4 m²,469,Collectif,1.0,2.0
470,470,Récent,1572 €,non,,4,Individuel,Electrique,4.0,47.0,pontoise-95300,"
                                                                            114 286 €
                                                                    ",35 m²,470,Individuel,1.0,2.0
471,471,,696 €,non,1985.0,RDC,Individuel,Electricité/Bois,4.0,,ermont-95120,"
                                                                            119 000 €
                                                                    ",32.21 m²,471,Individuel,,1.0
472,472,,,,,,,,,,le-thillay-95500,,,472,,,
473,473,,,,,,,,,,villiers-le-bel-95400,,,473,,,
474,474,Récent,648 €,non,,RDC,,,,90.0,saint-ouen-l-aumone-95310,"
                                                                            119 900 €
                                                                    ",32 m²,474,,,1.0
475,475,Ancien,864 €,non,1993.0,1,Individuel,Electrique,3.0,73.0,cergy-95000,"
                                                                            120 000 €
                                                                    ",29 m²,475,Individuel,,1.0
476,476,Ancien,1320 €,non,2000.0,1,Individuel,Electrique,3.0,101.0,cergy-95800,"
                                                                            124 900 €
                                                                    ",38 m²,476,Individuel,1.0,2.0
477,477,Ancien,1452 €,non,,RDC,,,,12.0,saint-ouen-l-aumone-95310,"
                                                                            125 000 €
                                                                    ",50 m²,477,,1.0,2.0
478,478,Ancien,,non,1930.0,RDC,Individuel,,3.0,,gonesse-95500,"
                                                                            125 000 €
                                                                    ",32 m²,478,Individuel,1.0,2.0
479,479,Ancien,1488 €,non,1968.0,1,,,4.0,100.0,garges-les-gonesse-95140,"
                                                                            127 000 €
                                                                    ",60 m²,479,,2.0,3.0
480,480,Ancien,,non,,1,,,1.0,,mery-sur-oise-95540,"
                                                                            129 000 €
                                                                    ",37 m²,480,,,1.0
481,481,,804 €,non,2004.0,RDC,Individuel,Electrique,3.0,40.0,saint-ouen-l-aumone-95310,"
                                                                            129 000 €
                                                                    ",48 m²,481,Individuel,1.0,2.0
482,482,Ancien,912 €,non,1900.0,2,Individuel,Electrique,2.0,,pontoise-95300,"
                                                                            129 500 €
                                                                    ",50.14 m²,482,Individuel,2.0,3.0
483,483,Récent,,non,,RDC,Individuel,Gaz,,75.0,saint-ouen-l-aumone-95310,"
                                                                            129 900 €
                                                                    ",38 m²,483,Individuel,1.0,2.0
484,484,Ancien,1596 €,non,,2,Collectif,Gaz,5.0,20.0,saint-ouen-l-aumone-95310,"
                                                                            129 900 €
                                                                    ",40 m²,484,Collectif,1.0,2.0
485,485,Récent,1200 €,non,2004.0,RDC,Individuel,Electrique,3.0,47.0,le-plessis-bouchard-95130,"
                                                                            130 000 €
                                                                    ",30.53 m²,485,Individuel,,1.0
486,486,Ancien,2004 €,non,1970.0,6,Collectif,Gaz,8.0,681.0,argenteuil-95100,"
                                                                            130 000 €
                                                                    ",62 m²,486,Collectif,2.0,3.0
487,487,Ancien,3084 €,non,1970.0,4,Collectif,Gaz,14.0,60.0,argenteuil-95100,"
                                                                            131 879 €
                                                                    ",76.64 m²,487,Collectif,3.0,4.0
488,488,Ancien,804 €,non,1975.0,RDC,Individuel,Electrique,4.0,92.0,goussainville-95190,"
                                                                            133 000 €
                                                                    ",43 m²,488,Individuel,1.0,2.0
489,489,Ancien,1560 €,non,,3,Collectif,Gaz,4.0,60.0,pontoise-95300,"
                                                                            133 100 €
                                                                    ",47 m²,489,Collectif,1.0,2.0
490,490,Ancien,,non,1960.0,2,Collectif,,3.0,,sarcelles-95200,"
                                                                            134 000 €
                                                                    ",42 m²,490,Collectif,1.0,2.0
491,491,Ancien,852 €,non,1930.0,RDC,Individuel,Electrique,4.0,20.0,ermont-95120,"
                                                                            134 000 €
                                                                    ",28 m²,491,Individuel,1.0,2.0
492,492,,2904 €,non,1970.0,2,Collectif,,,280.0,saint-ouen-l-aumone-95310,"
                                                                            134 900 €
                                                                    ",77 m²,492,Collectif,3.0,4.0
493,493,Ancien,1548 €,non,1995.0,3,Individuel,Electrique,4.0,71.0,cergy-95800,"
                                                                            135 500 €
                                                                    ",46 m²,493,Individuel,1.0,2.0
494,494,Récent,972 €,non,,RDC,Individuel,Gaz,,80.0,saint-ouen-l-aumone-95310,"
                                                                            139 000 €
                                                                    ",39 m²,494,Individuel,1.0,2.0
495,495,,1740 €,non,,2,Collectif,,,80.0,saint-ouen-l-aumone-95310,"
                                                                            139 900 €
                                                                    ",43 m²,495,Collectif,1.0,2.0
496,496,,,,,,,,,,cergy-95800,,,496,,,
497,497,Ancien,2496 €,non,1976.0,2,Collectif,Gaz,3.0,150.0,franconville-95130,"
                                                                            141 000 €
                                                                    ",50 m²,497,Collectif,1.0,2.0
498,498,Ancien,,non,,RDC,,,2.0,,sarcelles-95200,"
                                                                            142 000 €
                                                                    ",47 m²,498,,1.0,2.0
499,499,Sur plan,924 €,non,,3,Individuel,Gaz,3.0,8.0,soisy-sous-montmorency-95230,"
                                                                            144 000 €
                                                                    ",43.49 m²,499,Individuel,1.0,2.0
500,500,Ancien,1176 €,non,,2,Individuel,Electrique,,,argenteuil-95100,"
                                                                            145 911 €
                                                                    ",40.74 m²,500,,,
501,501,Récent,1500 €,non,2004.0,RDC,Collectif,Gaz,5.0,100.0,saint-ouen-l-aumone-95310,"
                                                                            147 000 €
                                                                    ",38.17 m²,501,Collectif,1.0,2.0
502,502,Ancien,,non,,RDC,,,,,gonesse-95500,"
                                                                            148 000 €
                                                                    ",60 m²,502,,2.0,3.0
503,503,Ancien,2280 €,non,1970.0,11,Collectif,Gaz,15.0,250.0,saint-gratien-95210,"
                                                                            149 000 €
                                                                    ",71 m²,503,Collectif,2.0,3.0
504,504,Ancien,948 €,non,2005.0,3,Individuel,Electrique,4.0,124.0,pontoise-95300,"
                                                                            149 000 €
                                                                    ",44.2 m²,504,Individuel,1.0,2.0
505,505,,2040 €,non,1975.0,3,Collectif,,4.0,261.0,taverny-95150,"
                                                                            149 000 €
                                                                    ",58 m²,505,Collectif,2.0,4.0
506,506,,3288 €,non,1970.0,9,Collectif,Urbain,,80.0,saint-ouen-l-aumone-95310,"
                                                                            149 900 €
                                                                    ",78 m²,506,Collectif,3.0,4.0
507,507,Ancien,1920 €,non,1970.0,7,Collectif,Urbain,15.0,530.0,saint-ouen-l-aumone-95310,"
                                                                            149 900 €
                                                                    ",60 m²,507,Collectif,2.0,3.0
508,508,Ancien,2184 €,oui,1970.0,4,Collectif,Electrique,4.0,1108.0,taverny-95150,"
                                                                            150 000 €
                                                                    ",67 m²,508,Collectif,3.0,4.0
509,509,Ancien,804 €,non,1960.0,4,Collectif,Autre,4.0,198.0,sarcelles-95200,"
                                                                            150 000 €
                                                                    ",70 m²,509,Collectif,2.0,4.0
510,510,Récent,,non,2007.0,2,Individuel,Electrique,4.0,20.0,goussainville-95190,"
                                                                            150 000 €
                                                                    ",41.37 m²,510,Individuel,1.0,2.0
511,511,Ancien,2940 €,non,1960.0,2,Collectif,Gaz,4.0,48.0,saint-gratien-95210,"
                                                                            151 000 €
                                                                    ",65 m²,511,Collectif,2.0,4.0
512,512,,2400 €,non,,RDC,,,,,argenteuil-95100,"
                                                                            151 200 €
                                                                    ",63.5 m²,512,,2.0,3.0
513,513,Ancien,,oui,,RDC,,,,,argenteuil-95100,"
                                                                            151 250 €
                                                                    ",63 m²,513,,2.0,3.0
514,514,Ancien,936 €,non,2008.0,RDC,Individuel,Electrique,4.0,120.0,pontoise-95300,"
                                                                            151 250 €
                                                                    ",40.44 m²,514,Individuel,1.0,2.0
515,515,Ancien,2244 €,non,1987.0,RDC,Collectif,Urbain,3.0,150.0,cergy-95800,"
                                                                            151 300 €
                                                                    ",61 m²,515,Collectif,2.0,3.0
516,516,Ancien,1680 €,non,1970.0,4,Individuel,Electrique,1.0,,goussainville-95190,"
                                                                            153 000 €
                                                                    ",49.71 m²,516,Individuel,1.0,2.0
517,517,Ancien,1044 €,non,2005.0,2,Individuel,Electrique,4.0,202.0,vaureal-95490,"
                                                                            153 000 €
                                                                    ",34 m²,517,Individuel,1.0,2.0
518,518,Ancien,2160 €,non,1970.0,2,Collectif,Urbain,4.0,450.0,osny-95520,"
                                                                            154 000 €
                                                                    ",66.15 m²,518,Collectif,2.0,3.0
519,519,Récent,960 €,non,2008.0,2,Individuel,Electrique,2.0,40.0,saint-ouen-l-aumone-95310,"
                                                                            154 400 €
                                                                    ",42 m²,519,Individuel,1.0,2.0
520,520,Ancien,1500 €,non,1970.0,1,Collectif,Gaz,5.0,1400.0,saint-gratien-95210,"
                                                                            155 000 €
                                                                    ",40.21 m²,520,Collectif,1.0,2.0
521,521,Ancien,1200 €,non,,4,Individuel,Electrique,,120.0,gonesse-95500,"
                                                                            155 000 €
                                                                    ",50 m²,521,Individuel,1.0,2.0
522,522,Ancien,804 €,non,1997.0,2,Individuel,Electrique,3.0,50.0,cergy-95000,"
                                                                            156 514 €
                                                                    ",35 m²,522,Individuel,2.0,2.0
523,523,Ancien,1380 €,non,1960.0,RDC,Individuel,Gaz,4.0,67.0,gonesse-95500,"
                                                                            158 000 €
                                                                    ",70 m²,523,Individuel,2.0,3.0
