,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
1038,1038,Ancien,1644 €,non,2009.0,2,Individuel,Electrique,5.0,91.0,le-plessis-robinson-92350,"
                                                                            395 000 €
                                                                    ",66 m²,1038,Individuel,2.0,3.0
1039,1039,Récent,2028 €,non,2015.0,1,Collectif,Géothermie,6.0,245.0,antony-92160,"
                                                                            397 000 €
                                                                    ",64.74 m²,1039,Collectif,2.0,3.0
1040,1040,,2628 €,non,2009.0,4,Individuel,Electrique,5.0,40.0,colombes-92700,"
                                                                            397 000 €
                                                                    ",89.94 m²,1040,Individuel,4.0,5.0
1041,1041,Ancien,,non,,1,,,2.0,,suresnes-92150,"
                                                                            397 900 €
                                                                    ",56 m²,1041,,2.0,3.0
1042,1042,Ancien,336 €,non,1930.0,3,Individuel,Gaz,3.0,70.0,rueil-malmaison-92500,"
                                                                            399 000 €
                                                                    ",94 m²,1042,Individuel,2.0,4.0
1043,1043,Récent,2244 €,non,1965.0,5,Collectif,Gaz,5.0,31.0,montrouge-92120,"
                                                                            402 400 €
                                                                    ",52 m²,1043,Collectif,2.0,3.0
1044,1044,Ancien,3048 €,non,1972.0,4,Collectif,Gaz,4.0,40.0,antony-92160,"
                                                                            420 000 €
                                                                    ",92.17 m²,1044,Collectif,3.0,5.0
1045,1045,Ancien,3000 €,non,1960.0,3,Collectif,Fuel,5.0,,suresnes-92150,"
                                                                            430 000 €
                                                                    ",76 m²,1045,Collectif,2.0,4.0
1046,1046,Ancien,1200 €,non,1966.0,1,Individuel,Gaz,2.0,3.0,rueil-malmaison-92500,"
                                                                            435 000 €
                                                                    ",87 m²,1046,Individuel,3.0,4.0
1047,1047,Ancien,2460 €,non,1991.0,1,Individuel,Electrique,3.0,40.0,antony-92160,"
                                                                            440 000 €
                                                                    ",76 m²,1047,Individuel,3.0,4.0
1048,1048,Ancien,2664 €,non,1984.0,3,Collectif,Gaz,4.0,60.0,sevres-92310,"
                                                                            440 000 €
                                                                    ",78 m²,1048,Collectif,2.0,4.0
1049,1049,,2004 €,non,2014.0,RDC,Collectif,Gaz,5.0,,suresnes-92150,"
                                                                            445 000 €
                                                                    ",60.3 m²,1049,Collectif,2.0,3.0
1050,1050,Récent,1800 €,non,2001.0,1,Individuel,Electrique,5.0,91.0,rueil-malmaison-92500,"
                                                                            450 000 €
                                                                    ",67 m²,1050,Individuel,2.0,3.0
1051,1051,Ancien,,non,2018.0,1,Individuel,Electrique,2.0,,suresnes-92150,"
                                                                            464 500 €
                                                                    ",62 m²,1051,Individuel,2.0,3.0
1052,1052,Récent,2640 €,non,1998.0,RDC,Individuel,Electrique,4.0,7.0,sceaux-92330,"
                                                                            465 000 €
                                                                    ",79.5 m²,1052,Individuel,2.0,3.0
1053,1053,Récent,2412 €,non,1990.0,2,Individuel,Electrique,2.0,33.0,antony-92160,"
                                                                            465 000 €
                                                                    ",68.53 m²,1053,Individuel,2.0,3.0
1054,1054,Ancien,4320 €,non,1970.0,1,Collectif,Gaz,4.0,78.0,bourg-la-reine-92340,"
                                                                            469 000 €
                                                                    ",88.91 m²,1054,Collectif,2.0,4.0
1055,1055,Récent,1824 €,non,2007.0,2,Individuel,Electrique,4.0,3.0,le-plessis-robinson-92350,"
                                                                            482 000 €
                                                                    ",83 m²,1055,Individuel,3.0,4.0
1056,1056,,1140 €,non,1983.0,1,Individuel,Electrique,2.0,7.0,rueil-malmaison-92500,"
                                                                            490 000 €
                                                                    ",77.73 m²,1056,Individuel,3.0,4.0
1057,1057,Ancien,3780 €,non,1970.0,6,Collectif,Gaz,,70.0,sceaux-92330,"
                                                                            495 000 €
                                                                    ",67 m²,1057,Collectif,2.0,3.0
1058,1058,Moins de 10 ans,2400 €,non,2013.0,9,Collectif,Gaz,10.0,70.0,issy-les-moulineaux-92130,"
                                                                            499 000 €
                                                                    ",60 m²,1058,Collectif,1.0,2.0
1059,1059,Ancien,,non,2018.0,2,Individuel,Electrique,2.0,,suresnes-92150,"
                                                                            499 800 €
                                                                    ",82 m²,1059,Individuel,2.0,3.0
1060,1060,Ancien,1716 €,non,,RDC,Individuel,Gaz,3.0,68.0,meudon-92190,"
                                                                            340 000 €
                                                                    ",54 m²,1060,Individuel,2.0,3.0
1061,1061,Ancien,1884 €,non,2006.0,2,Individuel,Electrique,6.0,44.0,meudon-92190,"
                                                                            515 000 €
                                                                    ",70 m²,1061,Individuel,2.0,3.0
1062,1062,Ancien,1200 €,non,1961.0,3,Collectif,Fuel,3.0,20.0,saint-maur-des-fosses-94100,"
                                                                            154 500 €
                                                                    ",29 m²,1062,Collectif,,2.0
1063,1063,Ancien,1800 €,non,1950.0,3,Collectif,Gaz,5.0,86.0,saint-maur-des-fosses-94100,"
                                                                            183 000 €
                                                                    ",37.43 m²,1063,Collectif,1.0,2.0
1064,1064,Ancien,3180 €,non,1970.0,RDC,Collectif,,4.0,60.0,saint-maur-des-fosses-94100,"
                                                                            193 000 €
                                                                    ",68 m²,1064,Collectif,2.0,3.0
1065,1065,Ancien,396 €,non,,2,Individuel,Electrique,2.0,15.0,saint-maur-des-fosses-94210,"
                                                                            205 000 €
                                                                    ",53.67 m²,1065,Individuel,1.0,2.0
1066,1066,Ancien,3120 €,non,1970.0,2,Collectif,,5.0,20.0,saint-maur-des-fosses-94100,"
                                                                            245 000 €
                                                                    ",43 m²,1066,Collectif,1.0,2.0
1067,1067,Ancien,2640 €,non,1955.0,RDC,Collectif,Gaz,3.0,69.0,saint-maur-des-fosses-94210,"
                                                                            257 000 €
                                                                    ",67.19 m²,1067,Collectif,3.0,4.0
1068,1068,Ancien,2520 €,non,1970.0,2,Individuel,Electrique,4.0,24.0,saint-maur-des-fosses-94100,"
                                                                            350 000 €
                                                                    ",65 m²,1068,Individuel,2.0,3.0
1069,1069,Ancien,3000 €,non,1960.0,4,Collectif,Gaz,3.0,35.0,saint-maur-des-fosses-94100,"
                                                                            350 000 €
                                                                    ",72 m²,1069,Collectif,2.0,3.0
1070,1070,Ancien,2940 €,non,1963.0,RDC,Collectif,Gaz,3.0,14.0,saint-maur-des-fosses-94210,"
                                                                            360 000 €
                                                                    ",60.45 m²,1070,Collectif,2.0,3.0
1071,1071,Ancien,2940 €,non,1963.0,RDC,Collectif,Gaz,3.0,14.0,saint-maur-des-fosses-94100,"
                                                                            360 000 €
                                                                    ",60.45 m²,1071,Collectif,2.0,3.0
1072,1072,Ancien,3600 €,non,1970.0,RDC,Collectif,Gaz,,24.0,saint-maur-des-fosses-94100,"
                                                                            375 000 €
                                                                    ",85 m²,1072,Collectif,3.0,4.0
1073,1073,Récent,2592 €,non,1999.0,2,Individuel,Electrique,3.0,21.0,saint-maur-des-fosses-94100,"
                                                                            550 000 €
                                                                    ",82 m²,1073,Individuel,3.0,4.0
1074,1074,Ancien,3996 €,non,1968.0,2,Collectif,Gaz,4.0,34.0,saint-maur-des-fosses-94100,"
                                                                            590 000 €
                                                                    ",100 m²,1074,Collectif,4.0,5.0
1075,1075,Récent,1200 €,non,1999.0,RDC,Individuel,Electrique,,31.0,saint-maur-des-fosses-94100,"
                                                                            395 000 €
                                                                    ",70 m²,1075,Individuel,2.0,3.0
1076,1076,Ancien,,non,,RDC,,,,,saint-maur-des-fosses-94100,"
                                                                            1 569 000 €
                                                                    ",275 m²,1076,,,9.0
1077,1077,Ancien,840 €,non,1930.0,RDC,Individuel,Electrique,2.0,4.0,villeneuve-saint-georges-94190,"
                                                                            75 000 €
                                                                    ",25 m²,1077,Individuel,,1.0
1078,1078,Ancien,1200 €,non,1920.0,1,Collectif,Fuel,7.0,70.0,villiers-sur-marne-94350,"
                                                                            75 800 €
                                                                    ",17.85 m²,1078,Collectif,,1.0
1079,1079,Ancien,480 €,non,1975.0,2,Individuel,Electrique,2.0,,villeneuve-saint-georges-94190,"
                                                                            79 000 €
                                                                    ",20 m²,1079,Individuel,,1.0
1080,1080,Ancien,,non,1820.0,2,Individuel,Electrique,2.0,,villeneuve-saint-georges-94190,"
                                                                            85 000 €
                                                                    ",18 m²,1080,Individuel,,1.0
1081,1081,Ancien,996 €,non,1948.0,4,Individuel,Electrique,4.0,13.0,villeneuve-saint-georges-94190,"
                                                                            89 000 €
                                                                    ",44.13 m²,1081,Individuel,1.0,2.0
1082,1082,,456 €,non,1950.0,3,Individuel,Electrique,3.0,,villeneuve-saint-georges-94190,"
                                                                            89 900 €
                                                                    ",20.03 m²,1082,Individuel,1.0,1.0
1083,1083,Ancien,1320 €,non,1950.0,1,Individuel,Electrique,2.0,20.0,villeneuve-saint-georges-94190,"
                                                                            103 600 €
                                                                    ",35 m²,1083,Individuel,1.0,2.0
1084,1084,,1284 €,non,1940.0,2,Individuel,Electrique,2.0,7.0,villeneuve-saint-georges-94190,"
                                                                            104 500 €
                                                                    ",45 m²,1084,Individuel,1.0,2.0
1085,1085,Ancien,1200 €,non,1949.0,2,Individuel,Electrique,3.0,20.0,villeneuve-saint-georges-94190,"
                                                                            108 900 €
                                                                    ",48 m²,1085,Individuel,2.0,3.0
1086,1086,Sur plan,804 €,non,1988.0,RDC,Individuel,Electrique,3.0,100.0,villeneuve-saint-georges-94190,"
                                                                            109 000 €
                                                                    ",27 m²,1086,Individuel,,1.0
1087,1087,Récent,,non,,RDC,,,,,creteil-94000,"
                                                                            113 000 €
                                                                    ",17.93 m²,1087,,1.0,1.0
1088,1088,Ancien,1200 €,non,1930.0,RDC,Individuel,Gaz,1.0,2.0,villeneuve-saint-georges-94190,"
                                                                            114 250 €
                                                                    ",49.45 m²,1088,Individuel,1.0,2.0
1089,1089,Ancien,1440 €,non,1930.0,1,Individuel,Gaz,4.0,,villeneuve-saint-georges-94190,"
                                                                            116 500 €
                                                                    ",50 m²,1089,Individuel,1.0,3.0
1090,1090,Récent,1200 €,non,1988.0,2,Individuel,Electrique,3.0,100.0,villeneuve-saint-georges-94190,"
                                                                            119 000 €
                                                                    ",35.23 m²,1090,Individuel,1.0,2.0
1091,1091,Récent,1008 €,non,1989.0,1,Individuel,Electrique,3.0,20.0,villeneuve-saint-georges-94190,"
                                                                            119 900 €
                                                                    ",35.18 m²,1091,Individuel,1.0,2.0
1092,1092,Ancien,1872 €,non,1970.0,10,Collectif,Géothermie,15.0,1104.0,alfortville-94140,"
                                                                            120 000 €
                                                                    ",30 m²,1092,Collectif,1.0,1.0
1093,1093,Ancien,1668 €,non,1968.0,1,Collectif,,4.0,68.0,villeneuve-saint-georges-94190,"
                                                                            124 500 €
                                                                    ",46.01 m²,1093,Collectif,1.0,2.0
1094,1094,Récent,1200 €,non,2007.0,RDC,Individuel,Electrique,,,limeil-brevannes-94450,"
                                                                            129 000 €
                                                                    ",32 m²,1094,Individuel,,1.0
1095,1095,Ancien,2364 €,non,1967.0,3,Collectif,Géothermie,4.0,100.0,villeneuve-saint-georges-94190,"
                                                                            129 900 €
                                                                    ",67 m²,1095,Collectif,2.0,3.0
1096,1096,Ancien,2160 €,non,1967.0,4,Collectif,,4.0,20.0,villeneuve-saint-georges-94190,"
                                                                            129 900 €
                                                                    ",57 m²,1096,Collectif,1.0,2.0
1097,1097,Ancien,2232 €,non,1967.0,4,Collectif,Gaz,4.0,215.0,sucy-en-brie-94370,"
                                                                            135 000 €
                                                                    ",62.44 m²,1097,Collectif,2.0,3.0
1098,1098,Ancien,1440 €,non,1930.0,2,Individuel,Electrique,3.0,20.0,villeneuve-saint-georges-94190,"
                                                                            135 900 €
                                                                    ",46.86 m²,1098,Individuel,2.0,3.0
1099,1099,,240 €,non,1950.0,RDC,Individuel,Electrique,1.0,4.0,villeneuve-saint-georges-94190,"
                                                                            136 000 €
                                                                    ",50 m²,1099,Individuel,2.0,3.0
1100,1100,Ancien,2160 €,non,1968.0,2,Individuel,Géothermie,4.0,,villeneuve-saint-georges-94190,"
                                                                            139 900 €
                                                                    ",67 m²,1100,Individuel,2.0,3.0
1101,1101,,,,,,,,,,villeneuve-saint-georges-94190,,,1101,,,
1102,1102,,3504 €,non,1968.0,11,Collectif,Géothermie,12.0,52.0,villeneuve-saint-georges-94190,"
                                                                            145 000 €
                                                                    ",94 m²,1102,Collectif,3.0,5.0
1103,1103,Ancien,1716 €,non,1930.0,4,Individuel,Electrique,4.0,16.0,villeneuve-saint-georges-94190,"
                                                                            145 000 €
                                                                    ",56 m²,1103,Individuel,2.0,3.0
1104,1104,Ancien,1764 €,non,1960.0,RDC,Collectif,Gaz,4.0,85.0,creteil-94000,"
                                                                            145 000 €
                                                                    ",48 m²,1104,Collectif,1.0,2.0
1105,1105,Récent,1044 €,non,,RDC,,,5.0,150.0,bonneuil-sur-marne-94380,"
                                                                            147 000 €
                                                                    ",49 m²,1105,,1.0,2.0
1106,1106,Neuf,948 €,non,2005.0,1,Individuel,Electrique,,20.0,choisy-le-roi-94600,"
                                                                            148 900 €
                                                                    ",43.77 m²,1106,Individuel,1.0,2.0
1107,1107,,1440 €,non,1930.0,3,Individuel,Gaz,4.0,8.0,villeneuve-saint-georges-94190,"
                                                                            149 000 €
                                                                    ",53 m²,1107,Individuel,2.0,3.0
1108,1108,Moins de 10 ans,1200 €,non,2010.0,2,Individuel,Electrique,3.0,50.0,villeneuve-saint-georges-94190,"
                                                                            149 900 €
                                                                    ",52.15 m²,1108,Individuel,2.0,3.0
1109,1109,Ancien,1224 €,non,1930.0,RDC,,Electrique,4.0,63.0,cachan-94230,"
                                                                            150 000 €
                                                                    ",29 m²,1109,,1.0,2.0
1110,1110,Ancien,1200 €,non,1961.0,3,Collectif,Fuel,3.0,20.0,saint-maur-des-fosses-94100,"
                                                                            154 500 €
                                                                    ",29 m²,1110,Collectif,,2.0
1111,1111,Moins de 10 ans,2400 €,non,1975.0,2,,,6.0,175.0,bonneuil-sur-marne-94380,"
                                                                            159 000 €
                                                                    ",63 m²,1111,,2.0,3.0
1112,1112,Récent,1812 €,non,2001.0,2,Individuel,Electrique,3.0,122.0,sucy-en-brie-94370,"
                                                                            159 000 €
                                                                    ",45.85 m²,1112,Individuel,1.0,2.0
1113,1113,,2760 €,non,1970.0,4,Collectif,Géothermie,4.0,118.0,villeneuve-saint-georges-94190,"
                                                                            159 900 €
                                                                    ",80 m²,1113,Collectif,3.0,4.0
1114,1114,Sur plan,2496 €,non,1950.0,3,,,1.0,40.0,villeneuve-saint-georges-94190,"
                                                                            159 900 €
                                                                    ",65 m²,1114,,2.0,3.0
1115,1115,Ancien,,non,1820.0,1,Individuel,Electrique,2.0,,villeneuve-saint-georges-94190,"
                                                                            159 900 €
                                                                    ",63 m²,1115,Individuel,1.0,2.0
1116,1116,Ancien,2268 €,non,1975.0,1,Collectif,Gaz,6.0,233.0,chennevieres-sur-marne-94430,"
                                                                            162 000 €
                                                                    ",65.15 m²,1116,Collectif,2.0,3.0
1117,1117,,,,,,,,,,arcueil-94110,,,1117,,,
1118,1118,Ancien,2400 €,non,1965.0,4,Collectif,Gaz,1.0,84.0,creteil-94000,"
                                                                            164 000 €
                                                                    ",57 m²,1118,Collectif,2.0,3.0
1119,1119,,2640 €,non,1968.0,2,Collectif,Géothermie,4.0,,villeneuve-saint-georges-94190,"
                                                                            166 300 €
                                                                    ",77 m²,1119,Collectif,3.0,4.0
1120,1120,Ancien,2124 €,non,2005.0,4,Collectif,Géothermie,5.0,42.0,fresnes-94260,"
                                                                            168 000 €
                                                                    ",40 m²,1120,Collectif,1.0,2.0
1121,1121,Ancien,2496 €,non,1970.0,3,Collectif,Gaz,9.0,98.0,fresnes-94260,"
                                                                            169 900 €
                                                                    ",62 m²,1121,Collectif,2.0,3.0
1122,1122,Ancien,4548 €,non,1970.0,7,Collectif,Géothermie,15.0,1104.0,alfortville-94140,"
                                                                            173 000 €
                                                                    ",74 m²,1122,Collectif,3.0,4.0
1123,1123,Ancien,1800 €,non,,14,Collectif,,16.0,,creteil-94000,"
                                                                            176 000 €
                                                                    ",55 m²,1123,Collectif,1.0,2.0
1124,1124,Récent,2400 €,non,1970.0,3,Collectif,Gaz,10.0,60.0,creteil-94000,"
                                                                            178 000 €
                                                                    ",61 m²,1124,Collectif,2.0,3.0
1125,1125,Ancien,3000 €,non,1972.0,8,Collectif,,7.0,77.0,chennevieres-sur-marne-94430,"
                                                                            179 000 €
                                                                    ",63.33 m²,1125,Collectif,2.0,3.0
1126,1126,Récent,2028 €,non,1977.0,2,Collectif,Fuel,3.0,96.0,bry-sur-marne-94360,"
                                                                            179 900 €
                                                                    ",57 m²,1126,Collectif,2.0,3.0
1127,1127,Récent,720 €,non,1997.0,6,Individuel,Electrique,7.0,115.0,saint-maurice-94410,"
                                                                            180 000 €
                                                                    ",26 m²,1127,Individuel,,1.0
1128,1128,Ancien,1800 €,non,1950.0,3,Collectif,Gaz,5.0,86.0,saint-maur-des-fosses-94100,"
                                                                            183 000 €
                                                                    ",37.43 m²,1128,Collectif,1.0,2.0
1129,1129,Récent,2100 €,non,2007.0,3,Individuel,Electrique,3.0,138.0,creteil-94000,"
                                                                            183 000 €
                                                                    ",76 m²,1129,Individuel,3.0,4.0
1130,1130,Ancien,2004 €,non,1968.0,RDC,Collectif,Gaz,5.0,339.0,fresnes-94260,"
                                                                            185 000 €
                                                                    ",56 m²,1130,Collectif,2.0,3.0
1131,1131,,,,,,,,,,fresnes-94260,,,1131,,,
1132,1132,Ancien,2328 €,non,1960.0,1,Collectif,Géothermie,11.0,998.0,fresnes-94260,"
                                                                            189 000 €
                                                                    ",65 m²,1132,Collectif,2.0,4.0
1133,1133,Moins de 10 ans,,non,2009.0,3,,,4.0,49.0,le-plessis-trevise-94420,"
                                                                            191 500 €
                                                                    ",41.7 m²,1133,,1.0,2.0
1134,1134,Ancien,2868 €,non,1977.0,3,Individuel,Gaz,4.0,174.0,bry-sur-marne-94360,"
                                                                            192 000 €
                                                                    ",62 m²,1134,Individuel,2.0,3.0
1135,1135,Ancien,2760 €,non,,2,Collectif,,4.0,100.0,creteil-94000,"
                                                                            193 000 €
                                                                    ",56 m²,1135,Collectif,1.0,2.0
1136,1136,Ancien,3180 €,non,1970.0,RDC,Collectif,,4.0,60.0,saint-maur-des-fosses-94100,"
                                                                            193 000 €
                                                                    ",68 m²,1136,Collectif,2.0,3.0
1137,1137,Ancien,4764 €,non,1981.0,1,Collectif,Gaz,4.0,161.0,boissy-saint-leger-94470,"
                                                                            193 500 €
                                                                    ",81.76 m²,1137,Collectif,3.0,4.0
1138,1138,Moins de 10 ans,756 €,non,2008.0,RDC,Individuel,Electrique,3.0,50.0,rungis-94150,"
                                                                            194 000 €
                                                                    ",40 m²,1138,Individuel,1.0,2.0
1139,1139,Ancien,4896 €,non,,6,,,6.0,,boissy-saint-leger-94470,"
                                                                            195 000 €
                                                                    ",95.15 m²,1139,,3.0,5.0
1140,1140,Ancien,2196 €,non,1965.0,RDC,Collectif,Chauffage au sol Gaz,7.0,82.0,creteil-94000,"
                                                                            196 000 €
                                                                    ",58 m²,1140,Collectif,2.0,3.0
1141,1141,Ancien,840 €,non,1950.0,1,Individuel,Electrique,3.0,10.0,villeneuve-saint-georges-94190,"
                                                                            199 000 €
                                                                    ",94.31 m²,1141,Individuel,2.0,3.0
1142,1142,,2304 €,non,1965.0,4,Collectif,Gaz,4.0,279.0,fontenay-sous-bois-94120,"
                                                                            199 000 €
                                                                    ",67 m²,1142,Collectif,2.0,3.0
1143,1143,Ancien,2532 €,non,1970.0,1,Collectif,Gaz,3.0,40.0,champigny-sur-marne-94500,"
                                                                            199 000 €
                                                                    ",78 m²,1143,Collectif,3.0,4.0
1144,1144,Ancien,2604 €,non,1960.0,RDC,Collectif,Géothermie,11.0,998.0,fresnes-94260,"
                                                                            199 900 €
                                                                    ",66 m²,1144,Collectif,2.0,4.0
1145,1145,Ancien,396 €,non,,2,Individuel,Electrique,2.0,15.0,saint-maur-des-fosses-94210,"
                                                                            205 000 €
                                                                    ",53.67 m²,1145,Individuel,1.0,2.0
1146,1146,Moins de 10 ans,1344 €,non,1990.0,3,Individuel,Electrique,4.0,154.0,le-plessis-trevise-94420,"
                                                                            209 000 €
                                                                    ",49 m²,1146,Individuel,1.0,2.0
1147,1147,Moins de 10 ans,2160 €,non,2012.0,RDC,Collectif,,3.0,49.0,valenton-94460,"
                                                                            209 400 €
                                                                    ",59.2 m²,1147,Collectif,2.0,3.0
1148,1148,Ancien,2160 €,non,1962.0,1,Collectif,Par le sol,2.0,64.0,cachan-94230,"
                                                                            210 000 €
                                                                    ",59 m²,1148,Collectif,2.0,3.0
1149,1149,Récent,,non,1995.0,3,Collectif,Urbain,4.0,,creteil-94000,"
                                                                            215 000 €
                                                                    ",56 m²,1149,Collectif,2.0,3.0
1150,1150,Ancien,1560 €,non,1915.0,RDC,Individuel,Gaz,5.0,21.0,ivry-sur-seine-94200,"
                                                                            215 000 €
                                                                    ",47.16 m²,1150,Individuel,2.0,3.0
1151,1151,Moins de 10 ans,1440 €,non,2008.0,1,Individuel,Electrique,4.0,67.0,villiers-sur-marne-94350,"
                                                                            219 200 €
                                                                    ",57 m²,1151,Individuel,2.0,3.0
1152,1152,Récent,3000 €,non,1980.0,RDC,Collectif,Gaz,12.0,157.0,creteil-94000,"
                                                                            220 000 €
                                                                    ",87 m²,1152,Collectif,3.0,4.0
1153,1153,Récent,1500 €,non,1998.0,5,Individuel,Gaz,4.0,96.0,bonneuil-sur-marne-94380,"
                                                                            220 000 €
                                                                    ",56 m²,1153,Individuel,2.0,3.0
1154,1154,,24480 €,non,1980.0,3,Individuel,Gaz,4.0,50.0,champigny-sur-marne-94500,"
                                                                            221 000 €
                                                                    ",71 m²,1154,Individuel,2.0,3.0
1155,1155,Ancien,,non,,3,,,4.0,,creteil-94000,"
                                                                            224 000 €
                                                                    ",75 m²,1155,,3.0,4.0
1156,1156,Neuf,1236 €,non,2014.0,1,Individuel,Gaz,5.0,100.0,valenton-94460,"
                                                                            224 000 €
                                                                    ",60.7 m²,1156,Individuel,2.0,3.0
1157,1157,Récent,1296 €,non,2007.0,2,Individuel,Electrique,5.0,44.0,nogent-sur-marne-94130,"
                                                                            225 000 €
                                                                    ",48.31 m²,1157,Individuel,1.0,2.0
1158,1158,Ancien,,non,,4,,Par le sol,4.0,,creteil-94000,"
                                                                            225 000 €
                                                                    ",87 m²,1158,,3.0,5.0
1159,1159,Ancien,2364 €,non,1970.0,1,Collectif,Gaz,5.0,57.0,alfortville-94140,"
                                                                            228 000 €
                                                                    ",45.72 m²,1159,Collectif,1.0,2.0
1160,1160,Ancien,2304 €,non,1960.0,1,Collectif,Gaz,4.0,600.0,fresnes-94260,"
                                                                            229 000 €
                                                                    ",73 m²,1160,Collectif,2.0,4.0
1161,1161,Ancien,3360 €,non,,1,,,,100.0,creteil-94000,"
                                                                            230 000 €
                                                                    ",93 m²,1161,,3.0,4.0
1162,1162,,,non,,RDC,,,3.0,,creteil-94000,"
                                                                            234 500 €
                                                                    ",77 m²,1162,,3.0,4.0
1163,1163,Ancien,2520 €,non,,13,,,,,creteil-94000,"
                                                                            240 000 €
                                                                    ",67 m²,1163,,2.0,3.0
1164,1164,,1800 €,non,,5,,,2.0,255.0,creteil-94000,"
                                                                            240 000 €
                                                                    ",62 m²,1164,,2.0,3.0
1165,1165,Ancien,2460 €,non,1930.0,4,Collectif,Fuel,4.0,24.0,cachan-94230,"
                                                                            240 000 €
                                                                    ",53 m²,1165,Collectif,2.0,3.0
1166,1166,Ancien,3120 €,non,1970.0,2,Collectif,,5.0,20.0,saint-maur-des-fosses-94100,"
                                                                            245 000 €
                                                                    ",43 m²,1166,Collectif,1.0,2.0
1167,1167,Ancien,2988 €,non,1970.0,1,Collectif,Gaz,5.0,177.0,maisons-alfort-94700,"
                                                                            245 000 €
                                                                    ",60 m²,1167,Collectif,2.0,3.0
1168,1168,Ancien,2328 €,non,1974.0,1,Collectif,,8.0,3.0,saint-maurice-94410,"
                                                                            246 000 €
                                                                    ",46 m²,1168,Collectif,1.0,2.0
1169,1169,Ancien,2640 €,non,,RDC,,,,200.0,creteil-94000,"
                                                                            247 000 €
                                                                    ",74 m²,1169,,2.0,3.0
1170,1170,Ancien,2400 €,non,1960.0,1,Individuel,Electrique,4.0,58.0,fresnes-94260,"
                                                                            249 900 €
                                                                    ",90 m²,1170,Individuel,3.0,5.0
1171,1171,Récent,180 €,non,1999.0,3,Collectif,Géothermie,5.0,255.0,creteil-94000,"
                                                                            250 000 €
                                                                    ",67 m²,1171,Collectif,2.0,3.0
1172,1172,Ancien,2352 €,non,1990.0,1,Mixte,Par le sol,7.0,3.0,saint-maurice-94410,"
                                                                            250 000 €
                                                                    ",47 m²,1172,Mixte,1.0,2.0
1173,1173,Récent,2796 €,non,2012.0,RDC,Individuel,,2.0,15.0,champigny-sur-marne-94500,"
                                                                            255 000 €
                                                                    ",59 m²,1173,Individuel,2.0,3.0
1174,1174,Récent,2100 €,non,,RDC,,,,108.0,creteil-94000,"
                                                                            256 000 €
                                                                    ",60 m²,1174,,2.0,3.0
1175,1175,Récent,1128 €,non,2007.0,RDC,Individuel,Electrique,6.0,100.0,alfortville-94140,"
                                                                            256 000 €
                                                                    ",49.4 m²,1175,Individuel,1.0,2.0
1176,1176,Récent,1128 €,non,2007.0,3,Individuel,Electrique,6.0,100.0,alfortville-94140,"
                                                                            256 000 €
                                                                    ",40.8 m²,1176,Individuel,1.0,2.0
1177,1177,Ancien,2640 €,non,1955.0,RDC,Collectif,Gaz,3.0,69.0,saint-maur-des-fosses-94210,"
                                                                            257 000 €
                                                                    ",67.19 m²,1177,Collectif,3.0,4.0
1178,1178,Récent,2304 €,non,2008.0,2,Individuel,Electrique,4.0,58.0,villejuif-94800,"
                                                                            257 000 €
                                                                    ",54.66 m²,1178,Individuel,2.0,3.0
1179,1179,Ancien,2004 €,non,2007.0,4,Individuel,Electrique,5.0,89.0,vitry-sur-seine-94400,"
                                                                            261 300 €
                                                                    ",65 m²,1179,Individuel,2.0,3.0
1180,1180,Récent,1128 €,oui,2007.0,2,Individuel,Electrique,6.0,100.0,alfortville-94140,"
                                                                            262 500 €
                                                                    ",49.3 m²,1180,Individuel,1.0,2.0
1181,1181,Ancien,3840 €,non,1974.0,3,Collectif,Fuel,3.0,70.0,chennevieres-sur-marne-94430,"
                                                                            265 000 €
                                                                    ",83 m²,1181,Collectif,3.0,5.0
1182,1182,Ancien,3600 €,non,,11,,,,,creteil-94000,"
                                                                            265 000 €
                                                                    ",94 m²,1182,,3.0,4.0
1183,1183,Ancien,1332 €,non,2000.0,3,Individuel,Gaz,6.0,35.0,maisons-alfort-94700,"
                                                                            271 000 €
                                                                    ",41.1 m²,1183,Individuel,1.0,2.0
1184,1184,Récent,2280 €,non,2014.0,2,Collectif,Géothermie,5.0,65.0,fresnes-94260,"
                                                                            273 000 €
                                                                    ",69 m²,1184,Collectif,3.0,4.0
1185,1185,Ancien,1320 €,non,1930.0,3,Individuel,Electrique,5.0,2.0,saint-mande-94160,"
                                                                            278 000 €
                                                                    ",29 m²,1185,Individuel,1.0,1.0
1186,1186,Neuf,1500 €,non,2017.0,5,Collectif,Géothermie,7.0,116.0,alfortville-94140,"
                                                                            279 000 €
                                                                    ",63 m²,1186,Collectif,2.0,3.0
1187,1187,,1200 €,non,2017.0,2,Collectif,Gaz,6.0,43.0,saint-maurice-94410,"
                                                                            279 000 €
                                                                    ",40 m²,1187,Collectif,1.0,2.0
1188,1188,Ancien,3000 €,non,,RDC,,Géothermie,2.0,50.0,creteil-94000,"
                                                                            285 000 €
                                                                    ",78 m²,1188,,2.0,3.0
1189,1189,Récent,,non,2007.0,3,,,3.0,,creteil-94000,"
                                                                            287 000 €
                                                                    ",66 m²,1189,,2.0,3.0
